fecha_deteccion;fecha_timeout;operador;proceso;codigo;descripcion;rango_consulta;time_taken_ms;status;status_code
2026-05-06 08:14:25;2026-05-05 03:07:51;CLARO;Terminación;TIMEOUT_31214ms;Timeout: 31,214ms;now-7d;31214;;
2026-05-06 08:14:25;2026-05-05 03:07:51;CLARO;Terminación;TIMEOUT_32122ms;Timeout: 32,122ms;now-7d;32122;;
2026-05-06 08:14:25;2026-05-05 03:07:50;CLARO;Terminación;TIMEOUT_32903ms;Timeout: 32,903ms;now-7d;32903;;
2026-05-06 08:14:25;2026-05-05 03:07:05;CLARO;Terminación;TIMEOUT_30989ms;Timeout: 30,989ms;now-7d;30989;;
2026-05-06 08:14:25;2026-05-05 03:07:04;CLARO;Terminación;TIMEOUT_31786ms;Timeout: 31,786ms;now-7d;31786;;
2026-05-06 08:14:25;2026-05-05 03:07:04;CLARO;Terminación;TIMEOUT_32423ms;Timeout: 32,423ms;now-7d;32423;;
2026-05-06 08:14:25;2026-05-05 03:06:50;CLARO;Terminación;TIMEOUT_30516ms;Timeout: 30,516ms;now-7d;30516;;
2026-05-06 08:14:25;2026-05-05 03:06:50;CLARO;Terminación;TIMEOUT_30156ms;Timeout: 30,156ms;now-7d;30156;;
2026-05-06 08:14:25;2026-05-05 03:06:50;CLARO;Terminación;TIMEOUT_31316ms;Timeout: 31,316ms;now-7d;31316;;
2026-05-06 08:14:25;2026-05-05 03:05:08;CLARO;Terminación;TIMEOUT_30894ms;Timeout: 30,894ms;now-7d;30894;;
2026-05-06 08:14:25;2026-05-05 03:05:07;CLARO;Terminación;TIMEOUT_31973ms;Timeout: 31,973ms;now-7d;31973;;
2026-05-06 08:14:25;2026-05-05 03:05:07;CLARO;Terminación;TIMEOUT_32749ms;Timeout: 32,749ms;now-7d;32749;;
2026-05-06 08:14:25;2026-05-05 03:05:07;CLARO;Terminación;TIMEOUT_33261ms;Timeout: 33,261ms;now-7d;33261;;
2026-05-06 08:14:25;2026-05-05 03:05:06;CLARO;Terminación;TIMEOUT_34530ms;Timeout: 34,530ms;now-7d;34530;;
2026-05-06 08:14:25;2026-05-05 03:05:06;CLARO;Terminación;TIMEOUT_34130ms;Timeout: 34,130ms;now-7d;34130;;
2026-05-06 08:14:25;2026-05-05 03:05:05;CLARO;Terminación;TIMEOUT_35683ms;Timeout: 35,683ms;now-7d;35683;;
2026-05-06 08:14:25;2026-05-05 03:05:05;CLARO;Terminación;TIMEOUT_36566ms;Timeout: 36,566ms;now-7d;36566;;
2026-05-06 08:14:25;2026-05-05 03:05:05;CLARO;Terminación;TIMEOUT_37254ms;Timeout: 37,254ms;now-7d;37254;;
2026-05-06 08:14:25;2026-05-05 03:05:04;CLARO;Terminación;TIMEOUT_38014ms;Timeout: 38,014ms;now-7d;38014;;
2026-05-06 08:14:25;2026-05-05 03:05:04;CLARO;Terminación;TIMEOUT_38547ms;Timeout: 38,547ms;now-7d;38547;;
2026-05-06 08:14:25;2026-05-05 03:05:03;CLARO;Terminación;TIMEOUT_39324ms;Timeout: 39,324ms;now-7d;39324;;
2026-05-06 08:14:25;2026-05-05 03:05:03;CLARO;Terminación;TIMEOUT_40077ms;Timeout: 40,077ms;now-7d;40077;;
2026-05-06 08:14:25;2026-05-05 03:05:03;CLARO;Terminación;TIMEOUT_40900ms;Timeout: 40,900ms;now-7d;40900;;
2026-05-06 08:14:25;2026-05-05 03:05:02;CLARO;Terminación;TIMEOUT_41686ms;Timeout: 41,686ms;now-7d;41686;;
2026-05-06 08:14:25;2026-05-05 03:05:02;CLARO;Terminación;TIMEOUT_42393ms;Timeout: 42,393ms;now-7d;42393;;
2026-05-06 08:14:25;2026-05-05 03:05:01;CLARO;Terminación;TIMEOUT_43252ms;Timeout: 43,252ms;now-7d;43252;;
2026-05-06 08:14:25;2026-05-05 03:04:54;CLARO;Terminación;TIMEOUT_30437ms;Timeout: 30,437ms;now-7d;30437;;
2026-05-06 08:14:25;2026-05-05 03:04:53;CLARO;Terminación;TIMEOUT_31339ms;Timeout: 31,339ms;now-7d;31339;;
2026-05-06 08:14:25;2026-05-05 03:04:53;CLARO;Terminación;TIMEOUT_32176ms;Timeout: 32,176ms;now-7d;32176;;
2026-05-06 08:14:25;2026-05-05 03:04:52;CLARO;Terminación;TIMEOUT_32981ms;Timeout: 32,981ms;now-7d;32981;;
2026-05-06 08:14:25;2026-05-05 03:04:52;CLARO;Terminación;TIMEOUT_33680ms;Timeout: 33,680ms;now-7d;33680;;
2026-05-06 08:14:25;2026-05-05 03:04:52;CLARO;Terminación;TIMEOUT_34422ms;Timeout: 34,422ms;now-7d;34422;;
2026-05-06 08:14:25;2026-05-05 03:04:51;CLARO;Terminación;TIMEOUT_34777ms;Timeout: 34,777ms;now-7d;34777;;
2026-05-06 08:14:25;2026-05-05 03:04:51;CLARO;Terminación;TIMEOUT_35907ms;Timeout: 35,907ms;now-7d;35907;;
2026-05-06 08:14:25;2026-05-05 03:04:50;CLARO;Terminación;TIMEOUT_36771ms;Timeout: 36,771ms;now-7d;36771;;
2026-05-06 08:14:25;2026-05-05 03:04:50;CLARO;Terminación;TIMEOUT_37669ms;Timeout: 37,669ms;now-7d;37669;;
2026-05-06 08:14:25;2026-05-05 03:04:50;CLARO;Terminación;TIMEOUT_38413ms;Timeout: 38,413ms;now-7d;38413;;
2026-05-06 08:14:25;2026-05-05 03:04:49;CLARO;Terminación;TIMEOUT_39282ms;Timeout: 39,282ms;now-7d;39282;;
2026-05-06 08:14:25;2026-05-05 03:04:49;CLARO;Terminación;TIMEOUT_40176ms;Timeout: 40,176ms;now-7d;40176;;
2026-05-06 08:14:25;2026-05-05 03:04:48;CLARO;Terminación;TIMEOUT_41111ms;Timeout: 41,111ms;now-7d;41111;;
2026-05-06 08:14:25;2026-05-05 03:04:48;CLARO;Terminación;TIMEOUT_42090ms;Timeout: 42,090ms;now-7d;42090;;
2026-05-06 08:14:25;2026-05-05 03:04:47;CLARO;Terminación;TIMEOUT_42838ms;Timeout: 42,838ms;now-7d;42838;;
2026-05-06 08:14:25;2026-05-05 03:04:47;CLARO;Terminación;TIMEOUT_43629ms;Timeout: 43,629ms;now-7d;43629;;
2026-05-06 08:14:25;2026-05-05 03:04:47;CLARO;Terminación;TIMEOUT_44542ms;Timeout: 44,542ms;now-7d;44542;;
2026-05-06 08:14:25;2026-05-04 17:32:32;CLARO;Activación Servicios;TIMEOUT_33524ms;Timeout: 33,524ms;now-7d;33524;;
2026-05-06 08:14:25;2026-05-04 16:47:11;CLARO;Activación Servicios;TIMEOUT_34778ms;Timeout: 34,778ms;now-7d;34778;;
2026-05-06 08:14:25;2026-05-04 16:25:11;CLARO;Activación Servicios;TIMEOUT_34313ms;Timeout: 34,313ms;now-7d;34313;;
2026-05-06 08:14:25;2026-05-04 16:16:45;CLARO;Activación Servicios;TIMEOUT_32336ms;Timeout: 32,336ms;now-7d;32336;;
2026-05-06 08:14:25;2026-05-04 14:19:58;CLARO;Activación Servicios;TIMEOUT_33113ms;Timeout: 33,113ms;now-7d;33113;;
2026-05-06 08:14:25;2026-05-04 14:19:58;CLARO;Activación Servicios;TIMEOUT_33023ms;Timeout: 33,023ms;now-7d;33023;;
2026-05-06 08:14:25;2026-05-04 13:57:58;CLARO;Activación Servicios;TIMEOUT_30092ms;Timeout: 30,092ms;now-7d;30092;;
2026-05-06 08:14:25;2026-05-04 13:57:49;CLARO;Activación Servicios;TIMEOUT_31101ms;Timeout: 31,101ms;now-7d;31101;;
2026-05-06 08:14:25;2026-05-04 13:13:34;CLARO;Activación Servicios;TIMEOUT_41200ms;Timeout: 41,200ms;now-7d;41200;;
2026-05-06 08:14:25;2026-05-04 13:13:34;CLARO;Activación Servicios;TIMEOUT_42166ms;Timeout: 42,166ms;now-7d;42166;;
2026-05-06 08:14:25;2026-05-04 12:46:34;CLARO;Activación Servicios;TIMEOUT_31528ms;Timeout: 31,528ms;now-7d;31528;;
2026-05-06 08:14:25;2026-05-04 12:46:00;CLARO;Activación ONT;TIMEOUT_33782ms;Timeout: 33,782ms;now-7d;33782;;
2026-05-06 08:14:25;2026-05-04 12:45:56;CLARO;Activación ONT;TIMEOUT_36674ms;Timeout: 36,674ms;now-7d;36674;;
2026-05-06 08:14:25;2026-05-04 12:44:18;CLARO;Activación ONT;TIMEOUT_30059ms;Timeout: 30,059ms;now-7d;30059;;
2026-05-06 08:14:25;2026-05-04 12:41:55;CLARO;Activación Servicios;TIMEOUT_35498ms;Timeout: 35,498ms;now-7d;35498;;
2026-05-06 08:14:25;2026-05-04 12:41:49;CLARO;Activación Servicios;TIMEOUT_34966ms;Timeout: 34,966ms;now-7d;34966;;
2026-05-06 08:14:25;2026-05-04 12:41:47;CLARO;Activación Servicios;TIMEOUT_35079ms;Timeout: 35,079ms;now-7d;35079;;
2026-05-06 08:14:25;2026-05-04 12:40:14;CLARO;Activación Servicios;TIMEOUT_36908ms;Timeout: 36,908ms;now-7d;36908;;
2026-05-06 08:14:25;2026-05-04 12:40:12;CLARO;Activación Servicios;TIMEOUT_37162ms;Timeout: 37,162ms;now-7d;37162;;
2026-05-06 08:14:25;2026-05-04 12:39:36;CLARO;Activación Servicios;TIMEOUT_40825ms;Timeout: 40,825ms;now-7d;40825;;
2026-05-06 08:14:25;2026-05-04 12:33:02;CLARO;Activación Servicios;TIMEOUT_41186ms;Timeout: 41,186ms;now-7d;41186;;
2026-05-06 08:14:25;2026-05-04 12:10:22;CLARO;Activación Servicios;TIMEOUT_35981ms;Timeout: 35,981ms;now-7d;35981;;
2026-05-06 08:14:25;2026-05-04 11:58:18;CLARO;Activación Servicios;TIMEOUT_33424ms;Timeout: 33,424ms;now-7d;33424;;
2026-05-06 08:14:25;2026-05-04 11:47:04;CLARO;Activación Servicios;TIMEOUT_34733ms;Timeout: 34,733ms;now-7d;34733;;
2026-05-06 08:14:25;2026-05-04 11:47:04;CLARO;Activación Servicios;TIMEOUT_34540ms;Timeout: 34,540ms;now-7d;34540;;
2026-05-06 08:14:25;2026-05-04 11:34:05;CLARO;Activación Servicios;TIMEOUT_41266ms;Timeout: 41,266ms;now-7d;41266;;
2026-05-06 08:14:25;2026-05-04 11:33:30;CLARO;Activación Servicios;TIMEOUT_34684ms;Timeout: 34,684ms;now-7d;34684;;
2026-05-06 08:14:25;2026-05-04 11:28:19;CLARO;Activación Servicios;TIMEOUT_38646ms;Timeout: 38,646ms;now-7d;38646;;
2026-05-06 08:14:25;2026-05-04 11:28:19;CLARO;Activación Servicios;TIMEOUT_38577ms;Timeout: 38,577ms;now-7d;38577;;
2026-05-06 08:14:25;2026-05-04 11:24:50;CLARO;Activación Servicios;TIMEOUT_44066ms;Timeout: 44,066ms;now-7d;44066;;
2026-05-06 08:14:25;2026-05-04 11:24:49;CLARO;Activación Servicios;TIMEOUT_37264ms;Timeout: 37,264ms;now-7d;37264;;
2026-05-06 08:14:25;2026-05-04 11:23:36;CLARO;Activación Servicios;TIMEOUT_36760ms;Timeout: 36,760ms;now-7d;36760;;
2026-05-06 08:14:25;2026-05-04 11:23:29;CLARO;Activación Servicios;TIMEOUT_38884ms;Timeout: 38,884ms;now-7d;38884;;
2026-05-06 08:14:25;2026-05-04 11:22:05;CLARO;Cambio ONT;TIMEOUT_39791ms;Timeout: 39,791ms;now-7d;39791;;
2026-05-06 08:14:25;2026-05-04 11:22:04;CLARO;Cambio ONT;TIMEOUT_40373ms;Timeout: 40,373ms;now-7d;40373;;
2026-05-04 11:00:22;2026-05-04 10:57:37;CLARO;Activación Servicios;TIMEOUT_31953ms;Timeout: 31,953ms;now-15m;31953;;
2026-05-04 10:58:05;2026-05-04 10:32:02;CLARO;Activación Servicios;TIMEOUT_38877ms;Timeout: 38,877ms;now-7d;38877;;
2026-05-04 10:58:05;2026-05-04 10:32:02;CLARO;Activación Servicios;TIMEOUT_38852ms;Timeout: 38,852ms;now-7d;38852;;
2026-05-04 09:45:33;2026-05-04 09:43:35;CLARO;Activación Servicios;TIMEOUT_31688ms;Timeout: 31,688ms;now-7d;31688;;
2026-05-04 09:45:33;2026-05-04 09:43:35;CLARO;Activación Servicios;TIMEOUT_31481ms;Timeout: 31,481ms;now-7d;31481;;
2026-05-04 09:45:33;2026-05-04 09:29:59;CLARO;Activación Servicios;TIMEOUT_30656ms;Timeout: 30,656ms;now-7d;30656;;
2026-05-04 09:45:33;2026-05-04 09:28:55;CLARO;Activación Servicios;TIMEOUT_36642ms;Timeout: 36,642ms;now-7d;36642;;
2026-05-04 09:45:33;2026-05-04 08:54:13;CLARO;Activación Servicios;TIMEOUT_39244ms;Timeout: 39,244ms;now-7d;39244;;
2026-05-04 09:45:33;2026-05-03 15:15:09;CLARO;Consulta Disponibilidad;TIMEOUT_45040ms;Timeout: 45,040ms;now-7d;45040;;
2026-05-04 09:45:33;2026-05-03 03:26:10;CLARO;Terminación;TIMEOUT_30421ms;Timeout: 30,421ms;now-7d;30421;;
2026-05-04 09:45:33;2026-05-03 03:26:10;CLARO;Terminación;TIMEOUT_31089ms;Timeout: 31,089ms;now-7d;31089;;
2026-05-04 09:45:33;2026-05-03 03:26:09;CLARO;Terminación;TIMEOUT_31829ms;Timeout: 31,829ms;now-7d;31829;;
2026-05-04 09:45:33;2026-05-03 03:26:09;CLARO;Terminación;TIMEOUT_32715ms;Timeout: 32,715ms;now-7d;32715;;
2026-05-04 09:45:33;2026-05-03 03:26:08;CLARO;Terminación;TIMEOUT_33595ms;Timeout: 33,595ms;now-7d;33595;;
2026-05-04 09:45:33;2026-05-03 03:26:05;CLARO;Terminación;TIMEOUT_38465ms;Timeout: 38,465ms;now-7d;38465;;
2026-05-04 09:45:33;2026-05-03 03:26:05;CLARO;Terminación;TIMEOUT_37436ms;Timeout: 37,436ms;now-7d;37436;;
2026-05-04 09:45:33;2026-05-03 03:26:05;CLARO;Terminación;TIMEOUT_37865ms;Timeout: 37,865ms;now-7d;37865;;
2026-05-04 09:45:33;2026-05-03 03:26:05;CLARO;Terminación;TIMEOUT_38491ms;Timeout: 38,491ms;now-7d;38491;;
2026-05-04 09:45:33;2026-05-02 15:16:08;CLARO;Activación Servicios;TIMEOUT_35301ms;Timeout: 35,301ms;now-7d;35301;;
2026-05-04 09:45:33;2026-05-02 14:56:40;CLARO;Activación ONT;TIMEOUT_40149ms;Timeout: 40,149ms;now-7d;40149;;
2026-05-04 09:45:33;2026-05-02 14:46:01;CLARO;Cambio ONT;TIMEOUT_31006ms;Timeout: 31,006ms;now-7d;31006;;
2026-05-04 09:45:33;2026-05-02 14:46:00;CLARO;Cambio ONT;TIMEOUT_31552ms;Timeout: 31,552ms;now-7d;31552;;
2026-05-04 09:45:33;2026-05-02 13:12:54;CLARO;Estado servicio;TIMEOUT_31064ms;Timeout: 31,064ms;now-7d;31064;;
2026-05-04 09:45:33;2026-05-02 12:55:12;CLARO;Activación ONT;TIMEOUT_34296ms;Timeout: 34,296ms;now-7d;34296;;
2026-05-04 09:45:33;2026-05-02 12:55:11;CLARO;Activación ONT;TIMEOUT_34864ms;Timeout: 34,864ms;now-7d;34864;;
2026-05-04 09:45:33;2026-05-02 12:46:21;CLARO;Activación Servicios;TIMEOUT_33289ms;Timeout: 33,289ms;now-7d;33289;;
2026-05-04 09:45:33;2026-05-02 12:44:30;CLARO;Activación Servicios;TIMEOUT_31603ms;Timeout: 31,603ms;now-7d;31603;;
2026-05-04 09:45:33;2026-05-02 12:42:29;CLARO;Activación Servicios;TIMEOUT_30045ms;Timeout: 30,045ms;now-7d;30045;;
2026-05-04 09:45:33;2026-05-02 12:17:29;CLARO;Activación Servicios;TIMEOUT_35105ms;Timeout: 35,105ms;now-7d;35105;;
2026-05-04 09:45:33;2026-05-02 12:17:29;CLARO;Activación Servicios;TIMEOUT_30532ms;Timeout: 30,532ms;now-7d;30532;;
2026-05-04 09:45:33;2026-05-02 11:33:21;CLARO;Activación Servicios;TIMEOUT_42431ms;Timeout: 42,431ms;now-7d;42431;;
2026-05-04 09:45:33;2026-05-02 10:21:28;CLARO;Activación Servicios;TIMEOUT_31053ms;Timeout: 31,053ms;now-7d;31053;;
2026-05-04 09:45:33;2026-05-02 10:21:28;CLARO;Activación Servicios;TIMEOUT_30609ms;Timeout: 30,609ms;now-7d;30609;;
2026-05-04 09:45:33;2026-05-02 09:52:21;CLARO;Activación Servicios;TIMEOUT_38552ms;Timeout: 38,552ms;now-7d;38552;;
2026-05-04 09:45:33;2026-05-02 09:52:21;CLARO;Activación Servicios;TIMEOUT_37992ms;Timeout: 37,992ms;now-7d;37992;;
2026-05-04 09:45:33;2026-05-02 09:22:39;CLARO;Activación Servicios;TIMEOUT_42686ms;Timeout: 42,686ms;now-7d;42686;;
2026-05-04 09:45:33;2026-05-02 09:02:16;CLARO;Activación Servicios;TIMEOUT_32016ms;Timeout: 32,016ms;now-7d;32016;;
2026-05-04 09:45:33;2026-05-02 09:02:15;CLARO;Activación Servicios;TIMEOUT_32587ms;Timeout: 32,587ms;now-7d;32587;;
2026-05-04 09:45:33;2026-05-02 08:41:34;CLARO;Activación Servicios;TIMEOUT_36989ms;Timeout: 36,989ms;now-7d;36989;;
2026-05-04 09:45:33;2026-05-02 08:41:33;CLARO;Activación Servicios;TIMEOUT_36665ms;Timeout: 36,665ms;now-7d;36665;;
2026-05-04 09:45:33;2026-05-02 08:12:17;CLARO;Activación Servicios;TIMEOUT_33139ms;Timeout: 33,139ms;now-7d;33139;;
2026-05-04 09:45:33;2026-05-02 08:12:17;CLARO;Activación Servicios;TIMEOUT_32435ms;Timeout: 32,435ms;now-7d;32435;;
2026-05-04 09:45:33;2026-05-02 03:38:25;CLARO;Terminación;TIMEOUT_30417ms;Timeout: 30,417ms;now-7d;30417;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_35308ms;Timeout: 35,308ms;now-7d;35308;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_39181ms;Timeout: 39,181ms;now-7d;39181;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_34120ms;Timeout: 34,120ms;now-7d;34120;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_31258ms;Timeout: 31,258ms;now-7d;31258;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_31864ms;Timeout: 31,864ms;now-7d;31864;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_38471ms;Timeout: 38,471ms;now-7d;38471;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_41114ms;Timeout: 41,114ms;now-7d;41114;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_42727ms;Timeout: 42,727ms;now-7d;42727;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_41556ms;Timeout: 41,556ms;now-7d;41556;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_33831ms;Timeout: 33,831ms;now-7d;33831;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_30099ms;Timeout: 30,099ms;now-7d;30099;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_40132ms;Timeout: 40,132ms;now-7d;40132;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_30110ms;Timeout: 30,110ms;now-7d;30110;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_33218ms;Timeout: 33,218ms;now-7d;33218;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_34676ms;Timeout: 34,676ms;now-7d;34676;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_34830ms;Timeout: 34,830ms;now-7d;34830;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_43313ms;Timeout: 43,313ms;now-7d;43313;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_36615ms;Timeout: 36,615ms;now-7d;36615;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_31134ms;Timeout: 31,134ms;now-7d;31134;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_36336ms;Timeout: 36,336ms;now-7d;36336;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_30517ms;Timeout: 30,517ms;now-7d;30517;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_30907ms;Timeout: 30,907ms;now-7d;30907;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_33653ms;Timeout: 33,653ms;now-7d;33653;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_42152ms;Timeout: 42,152ms;now-7d;42152;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_42614ms;Timeout: 42,614ms;now-7d;42614;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_37503ms;Timeout: 37,503ms;now-7d;37503;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_39171ms;Timeout: 39,171ms;now-7d;39171;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_32671ms;Timeout: 32,671ms;now-7d;32671;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_38518ms;Timeout: 38,518ms;now-7d;38518;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_35313ms;Timeout: 35,313ms;now-7d;35313;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_36032ms;Timeout: 36,032ms;now-7d;36032;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_38237ms;Timeout: 38,237ms;now-7d;38237;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_37176ms;Timeout: 37,176ms;now-7d;37176;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_38039ms;Timeout: 38,039ms;now-7d;38039;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_33135ms;Timeout: 33,135ms;now-7d;33135;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_40952ms;Timeout: 40,952ms;now-7d;40952;;
2026-05-04 09:45:33;2026-05-02 03:37:29;CLARO;Terminación;TIMEOUT_40353ms;Timeout: 40,353ms;now-7d;40353;;
2026-05-04 09:45:33;2026-05-02 03:37:28;CLARO;Terminación;TIMEOUT_41661ms;Timeout: 41,661ms;now-7d;41661;;
2026-05-04 09:45:33;2026-05-02 03:37:28;CLARO;Terminación;TIMEOUT_32502ms;Timeout: 32,502ms;now-7d;32502;;
2026-05-04 09:45:33;2026-04-30 16:38:40;CLARO;Activación Servicios;TIMEOUT_40215ms;Timeout: 40,215ms;now-7d;40215;;
2026-04-30 16:16:02;2026-04-30 16:12:52;CLARO;Activación Servicios;TIMEOUT_36185ms;Timeout: 36,185ms;now-7d;36185;;
2026-04-30 10:59:52;2026-04-30 10:10:48;CLARO;Activación Servicios;TIMEOUT_35423ms;Timeout: 35,423ms;now-1h;35423;;
2026-04-30 09:26:22;2026-04-30 08:33:30;CLARO;Activación Servicios;TIMEOUT_31106ms;Timeout: 31,106ms;now-24h;31106;;
2026-04-30 08:31:52;2026-04-30 08:05:39;CLARO;Activación Servicios;TIMEOUT_35510ms;Timeout: 35,510ms;now-7d;35510;;
2026-04-30 08:31:52;2026-04-29 17:20:56;CLARO;Activación Servicios;TIMEOUT_44239ms;Timeout: 44,239ms;now-7d;44239;;
2026-04-30 08:31:52;2026-04-29 17:12:06;CLARO;Activación ONT;TIMEOUT_38864ms;Timeout: 38,864ms;now-7d;38864;;
2026-04-30 08:31:43;2026-04-29 16:59:04;ETB;Estado servicio;TIMEOUT_37588ms;Timeout: 37,588ms;now-7d;37588;;
2026-04-30 08:31:43;2026-04-29 16:59:03;ETB;Consulta niveles;TIMEOUT_39589ms;Timeout: 39,589ms;now-7d;39589;;
2026-04-30 08:31:43;2026-04-29 16:59:03;ETB;Estado servicio;TIMEOUT_40597ms;Timeout: 40,597ms;now-7d;40597;;
2026-04-30 08:31:43;2026-04-29 16:57:05;ETB;Ancho de banda;TIMEOUT_35536ms;Timeout: 35,536ms;now-7d;35536;;
2026-04-30 08:31:52;2026-04-29 16:54:43;CLARO;Terminación;TIMEOUT_32152ms;Timeout: 32,152ms;now-7d;32152;;
2026-04-30 08:31:43;2026-04-29 16:54:42;ETB;Estado servicio;TIMEOUT_34033ms;Timeout: 34,033ms;now-7d;34033;;
2026-04-30 08:31:43;2026-04-29 16:54:42;ETB;Ancho de banda;TIMEOUT_33515ms;Timeout: 33,515ms;now-7d;33515;;
2026-04-30 08:31:43;2026-04-29 16:54:40;ETB;Consulta niveles;TIMEOUT_37363ms;Timeout: 37,363ms;now-7d;37363;;
2026-04-30 08:31:43;2026-04-29 16:53:49;ETB;Ancho de banda;TIMEOUT_36471ms;Timeout: 36,471ms;now-7d;36471;;
2026-04-30 08:31:52;2026-04-29 16:46:22;CLARO;Activación Servicios;TIMEOUT_30146ms;Timeout: 30,146ms;now-7d;30146;;
2026-04-29 16:26:58;2026-04-29 16:24:12;CLARO;Activación ONT;TIMEOUT_34838ms;Timeout: 34,838ms;now-7d;34838;;
2026-04-29 16:26:58;2026-04-29 16:16:20;CLARO;Activación ONT;TIMEOUT_39936ms;Timeout: 39,936ms;now-7d;39936;;
2026-04-29 16:26:58;2026-04-29 16:16:19;CLARO;Activación ONT;TIMEOUT_39021ms;Timeout: 39,021ms;now-7d;39021;;
2026-04-29 16:26:45;2026-04-29 16:01:17;ETB;Reconexión;TIMEOUT_40376ms;Timeout: 40,376ms;now-7d;40376;;
2026-04-29 15:53:28;2026-04-29 15:10:33;CLARO;Activación ONT;TIMEOUT_42492ms;Timeout: 42,492ms;now-7d;42492;;
2026-04-29 15:53:28;2026-04-29 15:06:17;CLARO;Activación Servicios;TIMEOUT_37737ms;Timeout: 37,737ms;now-7d;37737;;
2026-04-29 15:53:28;2026-04-29 15:06:16;CLARO;Activación Servicios;TIMEOUT_38283ms;Timeout: 38,283ms;now-7d;38283;;
2026-04-29 14:37:34;2026-04-29 14:31:03;CLARO;Cambio ONT;TIMEOUT_37954ms;Timeout: 37,954ms;now-24h;37954;;
2026-04-29 14:30:23;2026-04-29 14:26:01;CLARO;Activación Servicios;TIMEOUT_30776ms;Timeout: 30,776ms;now-7d;30776;;
2026-04-29 14:17:36;2026-04-29 14:01:13;ETB;Reconexión;TIMEOUT_43517ms;Respuesta lenta: 43,517 ms (>30s);ImportaciÃ³n histÃ³rica;43517;SUCCESS;200.0
2026-04-29 14:17:36;2026-04-29 14:01:12;ETB;Reconexión;TIMEOUT_43962ms;Respuesta lenta: 43,962 ms (>30s);ImportaciÃ³n histÃ³rica;43962;SUCCESS;200.0
2026-04-29 13:57:04;2026-04-29 13:50:49;CLARO;Activación Servicios;TIMEOUT_35140ms;Timeout: 35,140ms;now-7d;35140;;
2026-04-29 13:57:04;2026-04-29 13:35:59;CLARO;Activación Servicios;TIMEOUT_31437ms;Timeout: 31,437ms;now-7d;31437;;
